text,label,fold,clean_text
"Traveled to this hotel on a family vacation. We chose this hotel because it was pet friendly. Upon arrival we smelled just how pet friendly it was! The dog that greets you attacked my dog. There was constant barking throughout the night and during breakfast, I found hair in my eggs! I would not recommend this hotel!",deceptive,1,traveled hotel family vacation chose hotel pet friendly upon arrival smelled pet friendly dog greets attacked dog constant barking throughout night breakfast found hair egg would not recommend hotel
"The hotel is located in an hard to fins location in Chicago, the dining room for dinner is uncomfortably crowded, the room service is hard to reach, overall it was not a pleasant hotel stay.",deceptive,1,hotel located hard fin location chicago dining room dinner uncomfortably crowded room service hard reach overall not pleasant hotel stay
"We booked this trip several months in advance and were greatly looking forward to our stay at the Hotel Monaco in Chicago. However, our experience was significantly different from what we expected, for the following reasons. First of all, there was only one person at the front desk when we arrived. That person was preoccupied with something on their computer so our presence was not acknowledged for several minutes. Then when we got to our room, there were beautiful drapes in the window and across one entire wall but I found them to be incredibly dusty. Just bumping into them slightly caused a cloud of dust to emerge which I found distasteful. Overall it was a good stay but those two inconveniences made us question the amount of money we paid for it.",deceptive,1,booked trip several month advance greatly looking forward stay hotel monaco chicago however experience significantly different expected following reason first one person front desk arrived person preoccupied something computer presence not acknowledged several minute got room beautiful drape window across one entire wall found incredibly dusty bumping slightly caused cloud dust emerge found distasteful overall good stay two inconvenience made u question amount money paid
"I stayed at the Monaco-Chicago back in April. I was in town on business, and the hotel was recommended by a friend of mine. Having spent a weekend there, I have no idea what my friend was talking about. The complimentary morning coffee was weak; the fitness room was dimly lit; and I thought I'd have to have my clothes mailed back to me when I used their supposed ""overnight"" laundry service for a suit I spilled some wine on. My room was adequate, but nowhere near what I've seen elsewhere at this price point. Recent renovation must be slang for ""everything is stiff and smells of industrial adhesive."" The mattress in my room was incredibly firm, and I slept poorly. When I travel, I expect an experience similar to or better than my experience at home. At most hotels, I receive excellent service and comfortable accomodations. This was an exception to my usual, and I won't be back anytime soon.",deceptive,1,stayed monacochicago back april town business hotel recommended friend mine spent weekend no idea friend talking complimentary morning coffee weak fitness room dimly lit thought id clothes mailed back used supposed overnight laundry service suit spilled wine room adequate nowhere near ive seen elsewhere price point recent renovation must slang everything stiff smell industrial adhesive mattress room incredibly firm slept poorly travel expect experience similar better experience home hotel receive excellent service comfortable accomodations exception usual wont back anytime soon
"I needed a place to stay for a business conference in Chicago. While higher priced, the reviews online plus four stars convinced me. Granted the hotel itself is beautiful, but looks can be deceiving. The pictures online show beautiful white linens but mine were a bit grey. The restaurant (Cafe Des Architect) had amazing food, so that was a plus, but the service was awful. I had to wait twenty minutes for a glass of water! My remote wouldn't work for the tv and the air conditioner was far too loud. The hotel must've been hosting a convention because I could hear music all through the night. The housekeeping was good but happened too infrequently. I called twice for more fresh towels. If I wanted this type of experience, I'd have stayed at a lower-end hotel. Same experience, less money!",deceptive,1,needed place stay business conference chicago higher priced review online plus four star convinced granted hotel beautiful look deceiving picture online show beautiful white linen mine bit grey restaurant cafe de architect amazing food plus service awful wait twenty minute glass water remote wouldnt work tv air conditioner far loud hotel mustve hosting convention could hear music night housekeeping good happened infrequently called twice fresh towel wanted type experience id stayed lowerend hotel experience less money
"I stayed at the Sofitel Chicago Water Tower hotel a couple of weeks ago while in Chicago for 3 nights. I must say, I was NOT impressed. This is an example of a hotel that tries too hard with little result except for inflating your bill. To start with, the hotel lobby was totally gaudy. It had sculptures and artwork that seemed meaningless and I guess was supposed to give an air of style. The room was ok I suppose, but certainly not worth the premium price I paid for it. The hotel food was presented like it was some kind of amazing French cuisine, but the food, while arranged nicely, tasted unremarkable and again, was overpriced. My final verdict is avoid this hotel if at all possible. It is simply not worth it.",deceptive,1,stayed sofitel chicago water tower hotel couple week ago chicago night must say not impressed example hotel try hard little result except inflating bill start hotel lobby totally gaudy sculpture artwork seemed meaningless guess supposed give air style room ok suppose certainly not worth premium price paid hotel food presented like kind amazing french cuisine food arranged nicely tasted unremarkable overpriced final verdict avoid hotel possible simply not worth
"I stayed at Sofitel with my husband for a weekend and I will NEVER be staying again! The staff was rude, the room was dirty, and the decor is ugly and garish. AVOID at all costs!",deceptive,1,stayed sofitel husband weekend never staying staff rude room dirty decor ugly garish avoid cost
"My husband and I stayed at the Sofitel Chicago Water Tower for three nights last month. We were celebrating our anniversary, so we decided to splurge on the Prestige Suite. According to the website, we were to be given either a city or park view, neither of which we had. Instead, our room was overlooking a dirty field with some sparse trees. The woman who checked us into our room was rude and impatient, and the man who helped with our bags was the same. When we got to the room, the beds were unkempt and the floors were in serious need of a vacuuming. The bathroom was dirty and there was dried toothpaste in the sink. My husband requested that we be given another room, preferably a clean one, but the clerk told us that there were no other rooms available. If given the chance, I would not stay at this hotel again, even if I were offered a free night.",deceptive,1,husband stayed sofitel chicago water tower three night last month celebrating anniversary decided splurge prestige suite according website given either city park view neither instead room overlooking dirty field sparse tree woman checked u room rude impatient man helped bag got room bed unkempt floor serious need vacuuming bathroom dirty dried toothpaste sink husband requested given another room preferably clean one clerk told u no room available given chance would not stay hotel even offered free night
"Staying at the Sofitel was one of the less pleasurable experiences I have had in Chicago. Upon entering, there was no one offered to take my luggage so I was forced to carry it up to the check in desk. The front desk staff was not friendly or welcoming. The room was smaller than I expected and smelled of fake suede. I decided to have drink and some food in Le Bar and upon entering, I immediately noticed how dimly lit the room was. I could barely see the bartenders face. The drinks were alright and the food was sub-par compared to what I was expecting. After an hour, I was ready for bed so I returned to my room to lay down. The mattress was surprising stiff. The noise was higher than expected as well. Thankfully, it was only a one night stay.",deceptive,1,staying sofitel one less pleasurable experience chicago upon entering no one offered take luggage forced carry check desk front desk staff not friendly welcoming room smaller expected smelled fake suede decided drink food le bar upon entering immediately noticed dimly lit room could barely see bartender face drink alright food subpar compared expecting hour ready bed returned room lay mattress surprising stiff noise higher expected well thankfully one night stay
"After arriving at the Sofitel Chicago Water Tower hotel I was greeted with rudeness and snubery. My room reservations had been double booked, and instead of the suite I expected, I was given a much smaller guest room. Instead of having a concierge I had cockroaches. The dining left me wishing for fast food. The bar left a bad taste in my mouth with the cheap liquor and hot beer.",deceptive,1,arriving sofitel chicago water tower hotel greeted rudeness snubery room reservation double booked instead suite expected given much smaller guest room instead concierge cockroach dining left wishing fast food bar left bad taste mouth cheap liquor hot beer
"The Hotel Sofitel Chicago Water Tower bills itself as a 4-star luxury hotel, but the luxury is evidently in the eye of the beholder. Filled with trite modern art and modular, cheap-looking furniture that looks straight out of the latest Ikea catalogue, this 32-floor hunk of glass has to be one of the ugliest hotels I have ever seen. ""Urban chic"" design does not equal comfort; the seating and bed furniture are made more for the design floor than for actual use. Room service is expensive, slow, and the food you eventually do get is mediocre in quality and flavor. The hotel features two bars: the Cafe des Architectes Bar, and the simply named Le Bar. Cutesy French names and trendy modern outfittings do not a good hotel bar make! Excellent service, fair prices, friendly and competent staff are what make a bar great, none of which you will find at either of these bars. Cafe des Architectes is also a restaurant, offering ""seasonal menus featuring contemporary cuisine with French roots,"" which means small portions and large prices at questionable quality. Even the old standby filet mignon did not stand up to its reputation, coming out a little dry hunk of meat rather than a succulent steak. Pass this one by, if you're looking for a comfortable, enjoyable stay in downtown Chicago. The Water Tower is dry.",deceptive,1,hotel sofitel chicago water tower bill star luxury hotel luxury evidently eye beholder filled trite modern art modular cheaplooking furniture look straight latest ikea catalogue floor hunk glass one ugliest hotel ever seen urban chic design not equal comfort seating bed furniture made design floor actual use room service expensive slow food eventually get mediocre quality flavor hotel feature two bar cafe de architectes bar simply named le bar cutesy french name trendy modern outfitting not good hotel bar make excellent service fair price friendly competent staff make bar great none find either bar cafe de architectes also restaurant offering seasonal menu featuring contemporary cuisine french root mean small portion large price questionable quality even old standby filet mignon not stand reputation coming little dry hunk meat rather succulent steak pas one youre looking comfortable enjoyable stay downtown chicago water tower dry
"The Sofitel Chicago Water Tower, while seemingly a good idea in theory, has many drawbacks. At first glance, it appears quite luxurious and grand, but some of its shortcomings cannot be overlooked. The hotel is quite tall, coming in at 32 stories, and the noise from adjoining floors and rooms is sometimes quite annoying. The staff members do little to try to ameliorate the situation for the dissatisfied guest, so it seems as if your pleas for help go unnoticed. The hotel tries to adopt a French flavor, but its efforts fall short. The only real French influences are found in the names of restaurants and bars. The hotel is conveniently located in the heart of the city, but this location also adds to the less-than-cozy feel of the establishment. The same complaint about the guest rooms and noise applies to the hotel in general. The city's traffic and noise both detract from the ability to fully enjoy one's stay here. Overall, I would not recommend this hotel. Make a different choice.",deceptive,1,sofitel chicago water tower seemingly good idea theory many drawback first glance appears quite luxurious grand shortcoming not overlooked hotel quite tall coming story noise adjoining floor room sometimes quite annoying staff member little try ameliorate situation dissatisfied guest seems plea help go unnoticed hotel try adopt french flavor effort fall short real french influence found name restaurant bar hotel conveniently located heart city location also add lessthancozy feel establishment complaint guest room noise applies hotel general city traffic noise detract ability fully enjoy one stay overall would not recommend hotel make different choice
While traveling in Chicago I stayed at the Sofitel on Chestnut Street. Though the hotel was a beautiful and comfortable as the advertisements suggest; service was severely lacking. I arrived late at night and had one peaceful dreamy nights sleep before being woke up at dawn. I reserved a room on one of the lower floors unaware of the construction happening in the area. I complained that I had not been informed of the construction and requested another room. My complaint was totally disregarded. I was told there were no other rooms in the whole hotel available. When I explained that the noise was bothersome I was treated rudely. The woman at the front desk actually ask me if I thought she could make the workers stop. I understand that the staff has no control over the noise. They did however know about the construction. Information I did not have at the time I booked. Information that would have swayed my decision. Then to treat me so rudely for bringing it to their attention. I will not be staying there again.,deceptive,1,traveling chicago stayed sofitel chestnut street though hotel beautiful comfortable advertisement suggest service severely lacking arrived late night one peaceful dreamy night sleep woke dawn reserved room one lower floor unaware construction happening area complained not informed construction requested another room complaint totally disregarded told no room whole hotel available explained noise bothersome treated rudely woman front desk actually ask thought could make worker stop understand staff no control noise however know construction information not time booked information would swayed decision treat rudely bringing attention not staying
"The Sofitel Chicago Water Tower in the downtown area is advertised as a four-star luxury hotel. However, modern architecture and a convenient location seem to be its only reliable perks. Room service is available 24 hours a day, but offers a limited variety of items and often lethargic service. Two bars are located on the premises, which is appealing at first. Once inside, patrons do not receive the quality of service that is to be expected and there is a complete absence of privacy, of any kind. The guest rooms are relatively spacious and clean, but a lack of adequate toiletries and personal items can interfere with a guests routine. Obtaining additional towels and grooming products is much too difficult. If you are a traveler who is in search of a relaxing and hassle-free experience, with reliable customer service, booking a room here is probably not a viable option.",deceptive,1,sofitel chicago water tower downtown area advertised fourstar luxury hotel however modern architecture convenient location seem reliable perk room service available hour day offer limited variety item often lethargic service two bar located premise appealing first inside patron not receive quality service expected complete absence privacy kind guest room relatively spacious clean lack adequate toiletry personal item interfere guest routine obtaining additional towel grooming product much difficult traveler search relaxing hasslefree experience reliable customer service booking room probably not viable option
"I stayed this hotel for 2 nights. I had high hopes seeing as this is a 4 star hotel and seems quite elegant based on pictures I've seen. Upon entering the building, you can easily see that it is clean and high class. The lobby was nice, and everything seemed as it should be. However, as soon as I made it into my room, it was completely different than everything previous to it. It was dirty, visible yellow stains on the walls and all around the restroom. The room too was not completely organized as all other hotel rooms I've been to. There was also a lingering smell from the last tenants. When I called the front desk about these issues, they sent someone up to fix it. I left the hotel about two hours and upon returning, they were still at it! This is an unreasonable amount of time to fix these glaring errors. The smell also did not completely disappear when they were done. As I was too tired, I just decided to deal with it for the rest of my stay here and focus on enjoying my vacation at Chicago instead. I hope its shallow exterior does not fool others like it fooled me.",deceptive,1,stayed hotel night high hope seeing star hotel seems quite elegant based picture ive seen upon entering building easily see clean high class lobby nice everything seemed however soon made room completely different everything previous dirty visible yellow stain wall around restroom room not completely organized hotel room ive also lingering smell last tenant called front desk issue sent someone fix left hotel two hour upon returning still unreasonable amount time fix glaring error smell also not completely disappear done tired decided deal rest stay focus enjoying vacation chicago instead hope shallow exterior not fool others like fooled
"When I made my reservations at Softiel in Chicago, I was expecting the ultimate in Luxury but Softiel failed to deliver. Everything was just ok. I do not spend money on a quality hotel for ""just ok"". If I want ""just ok"" I'll check into the Days Inn! First of all there were problems with our reservation. I asked to have a room near the top floors and my room was actually only on the fifth floor! The desk clerk was less than helpful to fix this. I eventually got it fixed but I certainly did not feel at all like a valued guest during this process. Later when I went down to ask for directions and information at the desk the clerk was very cold and abrupt with us. The room was quite nice but the shower did not deliver adequate water pressure. On the second day of our stay, housekeeping did not refill our soaps or coffee. They also failed to empty one of our wastebaskets. Minor I know, but when you're paying for a luxury experience, you kind of expect luxury! The hotel itself was nice but the staff really don't deliver. I would not stay here again. You can get a nice clean room at LaQuinta for 1/4 the price and the staff is much more helpful.",deceptive,1,made reservation softiel chicago expecting ultimate luxury softiel failed deliver everything ok not spend money quality hotel ok want ok ill check day inn first problem reservation asked room near top floor room actually fifth floor desk clerk less helpful fix eventually got fixed certainly not feel like valued guest process later went ask direction information desk clerk cold abrupt u room quite nice shower not deliver adequate water pressure second day stay housekeeping not refill soap coffee also failed empty one wastebasket minor know youre paying luxury experience kind expect luxury hotel nice staff really dont deliver would not stay get nice clean room laquinta price staff much helpful
"Our stay at the Sofitel was definitely below our expectations. The staff was less than nice to me after I waited several minutes until I was noticed. At first, my reservation could not be found, so I was provided a spare room. The hotel was fairly neat. However, once we got to the room, and onto the bed, we found the bed to be noisy. Just sitting on it made a squeaking noise that was unpleasant. We immediately called down to the front desk and informed them of our concern. We were told to go back downstairs to settle things out. Once we got downstairs, we were provided with another room number. However, we had to wait half an hour for another room to be cleaned and prepared. For such a well reviewed hotel, I was highly disappointed with the amount of time I had to spend to get settled into a room.",deceptive,1,stay sofitel definitely expectation staff less nice waited several minute noticed first reservation could not found provided spare room hotel fairly neat however got room onto bed found bed noisy sitting made squeaking noise unpleasant immediately called front desk informed concern told go back downstairs settle thing got downstairs provided another room number however wait half hour another room cleaned prepared well reviewed hotel highly disappointed amount time spend get settled room
"I wish to express my dissatisfaction with my stay at the Sofitel Chicago Water Tower. My husband and I had planned a trip to Chicago for our tenth wedding anniversary. We had gone to great expense to fly his parents in from California so they could have time with their grandchildren. My husband and I had not gone on a honeymoon because he we got deployed to Iraq the week after we got married. Everyone was so excited! Mark and I had reservations for one of the junior suites. We hadn't gone to Chicago before to be tourists and were looking forward to the view which was offered. Unfortunately, when we got to our room, the view was disappointing. We had requested a non-smoking room and were assigned to one, but it was obvious to us that someone had smoked in there. I am asthmatic and became very ill. We asked to be moved to another room, but were told there were no other rooms (even downgrades) available. Nothing was done to try to make up for this. Because of my health, my husband and I checked out within hours of arriving for our romantic anniversary weekend. This is not how I had imagined spending such a special time. Now, when I think of my 10th anniversary, I will always have this memory to tarnish it.",deceptive,1,wish express dissatisfaction stay sofitel chicago water tower husband planned trip chicago tenth wedding anniversary gone great expense fly parent california could time grandchild husband not gone honeymoon got deployed iraq week got married everyone excited mark reservation one junior suite hadnt gone chicago tourist looking forward view offered unfortunately got room view disappointing requested nonsmoking room assigned one obvious u someone smoked asthmatic became ill asked moved another room told no room even downgrade available nothing done try make health husband checked within hour arriving romantic anniversary weekend not imagined spending special time think th anniversary always memory tarnish
"The Sofitel Chicago Water Tower was horrible. The first tip off that this would be a bad experience is when we had called ahead to make sure it was OK to check in after hours and that a concierge would be available when we arrived only to find out that they didn't even have a record of our reservation. After much inappropriate arguing, they found our reservation and we were assured all would be fine. When we checked in we got a dirty room without any working wifi or TV. It took a few calls to get fresh towels and for them to turn the heat on so we could sleep comfortably. The next day we called to get our complimentary room service that most decent hotels provide free and they had no records of us even checking in. A quick check with the credit card company had they charge already pending in the wrong amount. We finally left in disgust and got a much better hotel, the FancyPants Hotel and Suits with complementary airport shuttle and award winning preferred member rewards club. Overall, the service at the Sofitel was rude, rooms were unsatisfactory, restaurant sub-par, not well kept up or clean. In the future I would never stay there again and wold definitely pick a more reputable hotel with a proven track record, like the FancyPants Hotel and suits, my personal favorite.",deceptive,1,sofitel chicago water tower horrible first tip would bad experience called ahead make sure ok check hour concierge would available arrived find didnt even record reservation much inappropriate arguing found reservation assured would fine checked got dirty room without working wifi tv took call get fresh towel turn heat could sleep comfortably next day called get complimentary room service decent hotel provide free no record u even checking quick check credit card company charge already pending wrong amount finally left disgust got much better hotel fancypants hotel suit complementary airport shuttle award winning preferred member reward club overall service sofitel rude room unsatisfactory restaurant subpar not well kept clean future would never stay wold definitely pick reputable hotel proven track record like fancypants hotel suit personal favorite
"I recently stayed at the Sofitel Hotel (Chicago Water Tower), and I was quite disappointed. I was excited by the great location (on East Chestnut Street downtown), but this was a mediocre hotel for the price ($250 per night before taxes). The view from my room was of the top of a parking garage and some dumpsters, and yes, the view of downtown in the distance was pretty, but I was very disappointed. The bedding seemed to be polyester, not the luxury cotton many lower-level hotels are featuring lately. When I ordered room service at 10:30 (on a Thursday night), I had to wait for 55 minutes, 20 minutes longer than I was quoted. I ordered a salad, and I thought the lettuce was a bit limp as if it had been sitting out for too long. Overall, I was very disappointed by my overpriced stay at the Sofitel Chicago Water Tower.",deceptive,1,recently stayed sofitel hotel chicago water tower quite disappointed excited great location east chestnut street downtown mediocre hotel price per night tax view room top parking garage dumpster yes view downtown distance pretty disappointed bedding seemed polyester not luxury cotton many lowerlevel hotel featuring lately ordered room service thursday night wait minute minute longer quoted ordered salad thought lettuce bit limp sitting long overall disappointed overpriced stay sofitel chicago water tower
"Sofitel not-so-luxury Hotels I recently checked out from a short stay at the chicago water tower. I originally planned to stay for a week but as my business was concluded after only 3 days I decided I had had my share of the water tower. Simply put it offered no reasons to stay. The Hotel is quite lovely and elegantly dressed to impress, but little more is put forth to sway the more acquainted crowed. The First night was a spectacle meal and there was quite a crowd, I think for the weekend. The next night the food was only mediocre and the third when I orderd room service I had to call twice. Even if you don't care about the food I think you would be wise to think twice about your stay if you have the choice. They put on quite a show, but that is all and when the show ended I was still hungry for more and there was no more to be found.",deceptive,1,sofitel notsoluxury hotel recently checked short stay chicago water tower originally planned stay week business concluded day decided share water tower simply put offered no reason stay hotel quite lovely elegantly dressed impress little put forth sway acquainted crowed first night spectacle meal quite crowd think weekend next night food mediocre third orderd room service call twice even dont care food think would wise think twice stay choice put quite show show ended still hungry no found
"Upon first inspection, Sofitel Chicago Water Tower looks like an excellent place to spend a few days in the heart of downtown Chicago, but appearances can certainly be deceiving. Best summed up, Sofitel is nothing more than a fancy Holiday Inn. It certainly shows that this hotel is part of a chain, even if it is an international one. The customer service is poor unless you look like you have $50 to tip someone. The furniture throughout the establishment looks and feels like it cane from Ikea. The rooms are dirty when you first walk in, the air feels stale, and the views are certainly all they're cracked up to be. None of this is worth a ""luxury"" price or even worthy of a ""luxury"" name. I will certainly not be staying here again.",deceptive,1,upon first inspection sofitel chicago water tower look like excellent place spend day heart downtown chicago appearance certainly deceiving best summed sofitel nothing fancy holiday inn certainly show hotel part chain even international one customer service poor unless look like tip someone furniture throughout establishment look feel like cane ikea room dirty first walk air feel stale view certainly theyre cracked none worth luxury price even worthy luxury name certainly not staying
"After booking a room over two months in advance at the Hotel Sofitel Chicago Watertower and confirming my reservation twice, I arrived to find that the front desk staff had 'no record' of my reservation and that the only rooms available were much more expensive than the room that I had reserved. When I asked to speak to a manager, it took almost half an hour for him to turn up. He did finally give me a room at the rate that I had been promised, but did not offer any compensatory discount or bonuses for my inconvenience. The room itself smelled of dog but was otherwise okay. Not worth the rate though. The website really makes this hotel seem upscale, clean, and well decorated, but the rooms are not in the style that you would expect from the lobby. The staff's response to my request to move to another room because of the obvious dog smell (which could only mean it hadn't been cleaned properly) was met with contempt. They did move me, but I did not get an apology. Will not stay again.",deceptive,1,booking room two month advance hotel sofitel chicago watertower confirming reservation twice arrived find front desk staff no record reservation room available much expensive room reserved asked speak manager took almost half hour turn finally give room rate promised not offer compensatory discount bonus inconvenience room smelled dog otherwise okay not worth rate though website really make hotel seem upscale clean well decorated room not style would expect lobby staff response request move another room obvious dog smell could mean hadnt cleaned properly met contempt move not get apology not stay
"I was here on business so I needed to get some rest the next day but the walls were so thin that I could here all the carrying on in the neighbors room till 3 am. This was very beautiful building the room was a lot smaller than I expected and the staff were not very friendly. The person at the front desk had no personality, did not even welcome me to the hotel. All in all I don't think I will be back.",deceptive,1,business needed get rest next day wall thin could carrying neighbor room till beautiful building room lot smaller expected staff not friendly person front desk no personality not even welcome hotel dont think back
"Affinia Chicago is one of the worst hotels I have ever stayed at. Not in my life have I been treated so poorly as a guest. The front desk was very unaccommodating when I asked for a smoke free room when they had made an error in my reservation. There was no bellhop available for some strange reason so I had to move all my luggage to the elevator and down a long hallway to my room by myself. If it wasn't already a bad stay, I ordered room service and it took over an hour and a half to be delivered. If they didn't have air conditioning in the room, I would say just about everything about this stay was completely miserable. If you are traveling to Chicago for any kind of business, I hope you decide not to choose this hotel. I was quite surprised, I like Chicago as a city but this stay definitely made my trip quite a negative experience.",deceptive,2,affinia chicago one worst hotel ever stayed not life treated poorly guest front desk unaccommodating asked smoke free room made error reservation no bellhop available strange reason move luggage elevator long hallway room wasnt already bad stay ordered room service took hour half delivered didnt air conditioning room would say everything stay completely miserable traveling chicago kind business hope decide not choose hotel quite surprised like chicago city stay definitely made trip quite negative experience
"I recently stayed at the Affina Chicago hotel and was really dissappointed. When I arrived, the desk clerk was really slow checking me in. I feel like turtles could have checked me in faster. I was finally checked in and my room was on the 8th floor. The elevator ride seemed to take forever. I arrived and the room and at first glance it looked great, but after looking everything over there were finger smudges on the glass table. I figured maybe room cleanin must have accidentally touched it. I went to the C-House for supper that evening and I had to wait for what seemed like forever. The meal was good, but my waitress was very uptight. On my way back to my room, I asked the front desk to set up a wake up call for 6 AM the next morning and they were very grateful to set that up. It would have been nice to actually get it though. The next morning I surprisingly work up at 7:18 AM and realized that I had not received a wake up call. I was very upset and let them know. Overall this experience was not worth the 4 stars that this hotel has been given. For the price, quality and ratings the Affina Chicago hotel has been given, I would expect better service.",deceptive,2,recently stayed affina chicago hotel really dissappointed arrived desk clerk really slow checking feel like turtle could checked faster finally checked room th floor elevator ride seemed take forever arrived room first glance looked great looking everything finger smudge glass table figured maybe room cleanin must accidentally touched went chouse supper evening wait seemed like forever meal good waitress uptight way back room asked front desk set wake call next morning grateful set would nice actually get though next morning surprisingly work realized not received wake call upset let know overall experience not worth star hotel given price quality rating affina chicago hotel given would expect better service
"I stayed at the Affina Chicago for my anniversary. The hotel is in a great location, but that doesn't make up for the poor customer service and rudeness of the staff. It looked like the cleaning crew forgot to vacuum from the last guest since there was hair on the carpet. I spent more money than I would normally, hoping for a luxury experience, and left very unsatisfied.",deceptive,2,stayed affina chicago anniversary hotel great location doesnt make poor customer service rudeness staff looked like cleaning crew forgot vacuum last guest since hair carpet spent money would normally hoping luxury experience left unsatisfied
"If you are looking for a high end hotel on the Magnificent Mile, the Affinia Chicago is NOT your best option. First of all, the ""central"" location is not so convenient - there is quite a hike to the Navy Pier (which this hotel claims to be the ""official"" hotel of) and to the shops on the Mile. Secondly, the hotel is small - only 215 rooms, most of which are miniscule by comparison to the other hotels in the area. Thirdly, they have one restaurant and one lounge, both of which offer the same menu which seems a bit bizarre for a high end hotel. Finally the Affinia has one of the most rude staffs ever witnessed in a luxury hotel. One does expect some courtesy at the outrageous prices but be ready for the attitude and snobbery that will greet you at the Affinia!",deceptive,2,looking high end hotel magnificent mile affinia chicago not best option first central location not convenient quite hike navy pier hotel claim official hotel shop mile secondly hotel small room miniscule comparison hotel area thirdly one restaurant one lounge offer menu seems bit bizarre high end hotel finally affinia one rude staff ever witnessed luxury hotel one expect courtesy outrageous price ready attitude snobbery greet affinia
"I just returned from a long weekend in Chicago with my wife. We stayed at the Affinia hotel and I can't even begin to describe what an awful experience it was. When we arrived at 4pm on Thursday (check-in is 3pm), our room was not ready. We had to wait til almost 5pm before we could even get into the room. Once inside the room smelled like an ash tray. Obviously someone had deactivated the smoke detectors somehow and had been smoking in the room. We decided to just go out for an early dinner. After arriving back to our room around 9pm, our key didn't work. We had to go all the way back down to the lobby to get a new one. The next morning the maids started knocking on our door at 7:30 in the morning! Why would you try to clean the room that early??!! The 'do not disturb' sign was on our door for the rest of the stay. After that early wakeup, we went downstairs to request a different room due to the terrible smell in the one we were assigned. The front desk employee gave me a very condescending look and sighed when I asked. Eventually we did get a new room but I didn't enjoy the demeanor I encountered to do so. Our new room was fairly nice, and the rest of the stay was relatively uneventful, but I have a bad taste in my mouth and likely won't stay there again.",deceptive,2,returned long weekend chicago wife stayed affinia hotel cant even begin describe awful experience arrived pm thursday checkin pm room not ready wait til almost pm could even get room inside room smelled like ash tray obviously someone deactivated smoke detector somehow smoking room decided go early dinner arriving back room around pm key didnt work go way back lobby get new one next morning maid started knocking door morning would try clean room early not disturb sign door rest stay early wakeup went downstairs request different room due terrible smell one assigned front desk employee gave condescending look sighed asked eventually get new room didnt enjoy demeanor encountered new room fairly nice rest stay relatively uneventful bad taste mouth likely wont stay
"My wife and I stayed at the Affinia Chicago last week (in a studio suite, which was NOT worth the extra payment). It was an absolute NIGHTMARE! To begin with, the room is listed as 'oversized', when it's nothing of the sort. We've previously stayed in the hotel and the regular guest room is only about 2 square feet smaller. I believe the only extra space was in the closet, which isn't very useful unless you plan on living there! We had our two sons with us, so we had to make extra sleeping space. Our oldest son slept on the couch and woke up multiple times in the time, complaining of bugs moving around. He must have been umcomfortable also, as I sat on the couch during the day and it was like a rock. The room service is horrible, they took 47 minutes to deliver a pillow for my wife around 10pm, and she had to wait up for that. My family would NEVER go back to this hotel, and I highly recommend you also stay well away.",deceptive,2,wife stayed affinia chicago last week studio suite not worth extra payment absolute nightmare begin room listed oversized nothing sort weve previously stayed hotel regular guest room square foot smaller believe extra space closet isnt useful unless plan living two son u make extra sleeping space oldest son slept couch woke multiple time time complaining bug moving around must umcomfortable also sat couch day like rock room service horrible took minute deliver pillow wife around pm wait family would never go back hotel highly recommend also stay well away
"Terrible experience, I will not stay here again. The walls were so thin that I was kept up all night by the party going on in the suite next to mine. I talked to the management several times, but nothing was done. It may just be the people that I had contact with, but I thought the staff was standoffish and rude. Very unpleasant experience, especially given the cost of staying here!",deceptive,2,terrible experience not stay wall thin kept night party going suite next mine talked management several time nothing done may people contact thought staff standoffish rude unpleasant experience especially given cost staying
"I stayed at the Affnia hotel in Chicago and was extremely unsatisfied. I would recommend everyone to avoid this hotel. I paid $700 overall for 2 nights in a cheap, small, untidy room. Granted, I've stayed at hotels of similar quality, but never have I paid so much for one of them! I could not believe what I saw when I walked into the room...it was tiny and there was small patches of mold on the wall (that had been painted over). The breakfast I ordered wasn't terrible, but certainly wasn't good. The wifi connection was horrendously slow. If you want to spend a big buck on a hotel, fine...just don't spend it here.",deceptive,2,stayed affnia hotel chicago extremely unsatisfied would recommend everyone avoid hotel paid overall night cheap small untidy room granted ive stayed hotel similar quality never paid much one could not believe saw walked roomit tiny small patch mold wall painted breakfast ordered wasnt terrible certainly wasnt good wifi connection horrendously slow want spend big buck hotel finejust dont spend
